data,decision,judge,region,articles
"бных расходов в пользу выигравшей дело стороны, независимо от того, является ли проигравшей стороной государственный или муниципальный орган. С учетом положения статьи 110 АПК РФ, результатов рассмотрения дела и правовой позиции Высшего Арбитражного суда РФ, изложенной в Постановлении Президиума от 13.11.2008 №7959/08 (в случае признания обоснованным полностью или частично заявления об оспаривании ненормативных правовых актов, решений и действий (бездействий) государственных органов, органов 15 местного самоуправления, иных органов, должностных лиц судебные расходы подлежат возмещению соответственно этим органом в полном размере), расходы по уплате государственной пошлины пошлине относятся на МИФНС России по крупнейшим налогоплательщикам по Воронежской области и подлежат взысканию с него в пользу заявителя в сумме 2 000 руб. На основании материалов дела и, руководствуясь статьями 7-11,65,110,167- 170,180,198,201 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",частично,М.С.Есакова,Воронеж,"{'апк': [7, 8, 9, 10, 11, 65, 110, 167, 168, 169, 170, 180, 198, 201]}"
"иными правовыми актами и учредительными документами, а также о том, что действия органов юридического лица, направленные на установление, изменение или прекращение прав и обязанностей юридического лица, признаются действиями самого юридического лица. В силу указанной нормы Гражданского кодекса Российской Федерации органы юридического лица (к которым относится и генеральный директор) не должны рассматриваться как самостоятельные субъекты гражданских правоотношений. Норвайша Сергей Викторович будучи генеральным директором (единоличным исполнительным органом) ООО «ЛогистикИнвест», действующий от имени общества на основании устава, заключил с АО «АЛЬФА-БАНК» кредитное соглашение № 01743L об открытии невозобновляемой кредитной линии в иностранной валюте. Заключение указанного кредитного соглашения было одобрено решением единственного участника ООО «ЛогистикИнвест» компании «Фризондо Холдингз Лимитед», владеющей 100 % долей. Единственный участник общества компания «Фризондо Холдингз Лимитед»",отказано,Н.Я.Гараева,Москва,"{'апк': [8, 9]}"
"дении судебной экспертизы сторонами по делу заявлено не было. Согласно части 1 статьи 65 Арбитражного процессуального кодекса РФ каждое лицо, участвующее в деле, должно доказать обстоятельства, на которые оно ссылается как на основание своих требований и возражений. В нарушение требований статьи 65 Арбитражного процессуального кодекса РФ истец надлежащих доказательств, подтверждающих размер заявленных требований, не представил. При таких обстоятельствах в удовлетворении требований истца следует отказать. В силу части 1 статьи 110 Арбитражного процессуального кодекса РФ судебные расходы, понесённые лицами, участвующими в деле, в пользу которых принят судебный акт, взыскиваются арбитражным судом со стороны. В связи с отказом в удовлетворении исковых требований, расходы по уплате государственной пошлины подлежат отнесению на истца. А46-13535/2016 4 На основании изложенного, руководствуясь статьями 110, 156, 167-170 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,Н.А. Голобородько,Омск,"{'апк': [110, 156, 167, 168, 169, 170]}"
"аний или возражений. В нарушение указанной нормы истцом не представлены бесспорные доказательства, подтверждающие факт поставки ответчиком некачественной продукции. Представленные ООО ""Элемаш-СТП в обоснование своих требований внутренние документы таковыми не являются. В соответствии с частями 1, 2 статьи 71 АПК РФ арбитражный суд оценивает доказательства по своему внутреннему убеждению, основанному на всестороннем, полном, объективном и непосредственном исследовании имеющихся в деле доказательств. Арбитражный суд оценивает относимость, допустимость, достоверность каждого доказательства в отдельности, а также достаточность и взаимную связь доказательств в их совокупности. Оценив в порядке указанной нормы представленные в дело доказательства, суд считает, что в иске следует отказать. Судебные расходы распределяются по правилам статьи 110 АПК РФ. На основании изложенного и руководствуясь статьями 110, 167-170, 176 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,О.В.Анисимова,Москва,"{'апк': [4, 110, 167, 168, 169, 170, 176], 'гк': [309, 310]}"
"нных о прибыли истца за аналогичный период времени до нарушения ответчиком обязательства и/или после того, как это нарушение было прекращено. Оценив в соответствии со статьей 71 Арбитражного процессуального кодекса Российской Федерации все имеющиеся в материалах дела доказательства, арбитражный суд считает, что истцом не доказаны обстоятельства, на которые он ссылается. Согласно ст. ст. 65 и 68 Арбитражного процессуального кодекса Российской Федерации каждое лицо, участвующее в деле, должно доказать обстоятельства, на которые оно ссылается как на основание своих требований и возражений. Обстоятельства дела, которые согласно закону должны быть подтверждены определенными доказательствами, не могут подтверждаться иными доказательствами. На основании вышеизложенного, оценив представленные по делу доказательства, суд считает исковые требования не подлежащими удовлетворению. Руководствуясь статьями 51, 102, 110, 112, 167-170, 176 Арбитражного процессуального кодекса Российской Федерации, суд",отказано,М.В.Саенко,Москва,"{'апк': [51, 71, 102, 110, 112, 167, 168, 169, 170, 176], 'гк': [15, 309, 310, 393]}"
"итражный суд, оценив в порядке статьи 71 АПК Российской Федерации имеющиеся в материалах дела доказательства, руководствуясь конституционными принципами соразмерности и справедливости при назначении наказания, характер правонарушения и обстоятельства его совершения, пришел к выводу, что соразмерным наказанием за совершенное правонарушение Петровой Е.Ю. будет привлечение к административной ответственности по части 8 статьи 14.13 КоАП РФ, в виде дисквалификации сроком на шесть месяцев. Согласно пункту 2 статьи 206 Арбитражного процессуального кодекса Российской Федерации по результатам рассмотрения заявления о привлечении к административной ответственности арбитражный суд принимает решение о привлечении к административной ответственности или об отказе в удовлетворении требования административного органа о привлечении к административной ответственности. Руководствуясь статьями 167 – 170, 176, 206 Арбитражного процессуального кодекса Российской Федерации, Арбитражный суд Красноярского края",частично,О.В. Жирных,Дивногорск,"{'апк': [16, 65, 66, 123, 202, 205, 206, 223]}"
"809-811 и 819-820 ГК РФ, требование о взыскании задолженности по состоянию на 27.09.2016 по Кредитному соглашению № 450828NNV от 30.09.2014 в размере 700 471 руб. 44 коп. по кредиту, 80 613 руб. 86 коп. по процентам, а также на основании положений ст.330 ГК РФ и ст.7 Общих условий кредитования неустойки на указанную выше дату в размере 260 455 руб. 27 коп. по кредиту и 36 671 руб. 95 коп. по процентам, расчет которых судом проверен и признан правильным и обоснованным, соответствующим обстоятельствам дела и условиям договора; нарушений положений ст.319 ГК РФ при определении суммы долга не установлено. Принимая во внимание непредставление ответчиком заявления о несоразмерности начисленной неустойки, учитывая правовую позицию Верховного Суда Российской Федерации, изложенную в постановлении Пленума № 7 от 24.03.2016, а также размер ставок неустойки, не находит оснований для применения положений ст.333 ГК РФ. На основании изложенного, руководствуясь ст.ст. 110, 167-171, 172, 176 АПК РФ, суд",отказано,Д.В.Котельников,Москва,{}
"и 201 АПК РФ, арбитражный суд, установив, что оспариваемый ненормативный правовой акт, решения и действия (бездействие) государственных органов, органов местного самоуправления, иных органов, должностных лиц не соответствуют закону или иному нормативному правовому акту и нарушают права и законные интересы заявителя в сфере предпринимательской и иной экономической деятельности, принимает решение о признании ненормативного правового акта недействительным, решений и действий (бездействий) незаконными. В соответствии с частью 1 статьи 110 АПК РФ судебные расходы, понесенные лицами, участвующими в деле, в пользу которых принят судебный акт, взыскиваются арбитражным судом со стороны. Ввиду удовлетворения заявленных требований, оплачиваемых государственной пошлиной, расходы заявителя по уплате госпошлины подлежат взысканию с заинтересованного лица в размере 3 000 рублей. Руководствуясь статьями 110, 167 – 170, 176, 201 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",принято,М.В.Афанасьева,Москва,{'апк': [49]}
" 11.3 договора в сумме 698.335 руб. 52 коп. Суд также учитывает, что о применении ст. 333 Гражданского кодекса Российской Федерации к размеру начисленной неустойки ответчиком по встречному иску заявлено не было. При указанных обстоятельствах требование встречного иска подлежит частичному удовлетворению в сумме 698.335 руб. 52 коп. В остальной части требования истца по встречному иску удовлетворению не подлежат. Расходы по госпошлине распределены на основании ст. 110 АПК РФ и отнесены на сторон в размере, пропорциональном удовлетворенным требованиям. В соответствии с ч. 5 ст. 170 АПК РФ при полном или частичном удовлетворении первоначального и встречного исков в резолютивной части решения указывается денежная сумма, подлежащая взысканию в результате зачета. На основании статей 309, 310, 330, 395, 421, 431, 702, 711, 726, 740, 753 Гражданского кодекса Российской Федерации руководствуясь ст.ст. 8, 9, 65, 71, 110, 167, 170, 176 Арбитражного процессуального кодекса Российской Федерации, суд",частично,Е.А. Абрамова,Москва,"{'гк': [1, 8, 309, 310, 431, 708, 711, 740], 'апк': [65]}"
" ственности и счетов энергоснабжающей организации (счет №8243 от 29.02.2016г., счет-фактура №10000004710 от 29 февраля 2016г., счет №8243 от 31.03.2016г., счет-фактура №1000007828 от 31 марта 2016г., счету №8243 от 30.04.2016г., счет-фактура №10000010258 от 30 апреля 2016г.). Ответчиком, в нарушение требований статьи 65 Арбитражного процессу- ального кодекса Российской Федерации, не представлено доказательств предо- ставления истцом услуг ненадлежащего качества. Исходя из изложенного, исковые требования о взыскании с ответчика неос- новательного обогащения за оказанные услуги по теплоснабжению за отопитель- ный период с октября 2015 по май 2016 в сумме 301 927 руб. 14 коп. подлежат удовлетворению в заявленной сумме. В соответствии со статьей 110 Арбитражного процессуального кодекса Рос- сийской Федерации государственная пошлина относится на ответчика в полном объёме. Руководствуясь статьями 110, 167 - 171, 176 Арбитражного процессуально- го кодекса Российской Федерации, арбитражный суд",отказано,И.В. Афанасьева,Рязань,"{'апк': [121, 122, 123, 156], 'гк': [210, 1105]}"
"редусмотренного контрактом"". Истец производит начисление неустойки за периоды ненадлежащего исполнения ответчиком своих обязательств контракту, которая составляет 3670913,82 рублей. Как следует из материалов дела, нарушение ответчиком сроков выполнения работ имеет место, данный факт ответчиком документально не опровергнут, контррасчет неустойки не представлен, о применении статьи 333 ГК РФ не заявлено. Расчет неустойки проверен судом, признан правильным, имущественные санкции соразмерны последствиям нарушенного денежного обязательства. С учетом изложенного, суд признает обоснованным требование истца о взыскании неустойки в заявленном размере. Так как на момент рассмотрения спора неустойка в размере 3670913,82 рублей ответчиком не оплачена, следовательно, подлежит взысканию с ответчика на основании статей 309, 310, 330, 708 ГК РФ. Распределение судебных расходов производится по правилам статьи 110 АПК РФ. На основании изложенного и руководствуясь статьями 167-170 АПК РФ, арбитражный суд",частично,Е.Л. Серёдкина,Новосибирск,{'гк': [708]}
"тся прекращенным, суд отклоняет требование истца о его расторжении. Исходя из условий обязательства, суд признает правомерным требование истца о взыскании с Правительства за счет казны, исполненного (доли)по прекращенному Договору №37-ИС, в размер151 422 169,89 руб., а кроме того процентов, начисленных за период после прекращения Договора №37-ИС и возникновения обязанности по возврату взысканной суммы (314 ГК РФ), то есть с 15.07.2013 по 30.04.2016 в размере 36 584 700, 53 рублей. Правовые основания для признания права общей долевой собственности сторон отсутствуют. Оснований для применения к ответчику мер имущественных санкций при прекращении договора №37-ИС, о которых заявлено истцом, суд не усмотрел. Удовлетворенные судом требования заявлены истцом в пределах срока исковой давности. Судебные расходы по оплате госпошлины распределяются в порядке ст. 110 АПК РФ. На основании изложенного и руководствуясь ст.ст. 307,309,310,314,330, 450, 452 ГК РФ, ст.ст. 101-103,110,167-171 АПК РФ, суд",частично,Мэра,Москва,"{'гк': [15, 393, 431], 'бк': [17]}"
" уплатить кредитору в случае неисполнения или ненадлежащего исполнения обязательства, в частности в случае просрочки исполнения. В соответствии с пунктом 6.2 договора в случае не внесения арендной платы в сроки, установленные настоящим договором, арендатор уплачивает арендодателю пени в размере 0,1% от суммы не внесенного в срок платежа за каждый день просрочки на счет. Проверив представленный истцом расчет пени в размере 3305140 руб. 21 коп. за период с 11.11.2010 по 05.02.2013, суд признает его верным и обоснованным; требование – подлежащим удовлетворению. Правовых оснований для уменьшения размера пени по статье 333 Гражданского кодекса Российской Федерации у суда не имеется. Таким образом, исковые требования подлежат удовлетворению в полном объеме. Государственную пошлину суд по правилам статьи 110 Арбитражного процессуального кодекса Российской Федерации относит на ответчика. Руководствуясь статьями 110, 167 – 170, 171, 176 Арбитражного процессуального кодекса Российской Федерации,",отказано,О.А. Новоженина,Чебоксары,"{'апк': [49, 65, 110], 'гк': [330, 333, 614], 'зк': [22, 65]}"
"ами и иными кредитными организациями, должностными лицами и гражданами (часть 1 статьи 7, статья 8, пункт 16 части 1 статьи 64 и часть 2 статьи 70 Закона об исполнительном производстве). Как следует из материалов дела, денежное обязательство до вынесения решения по делу ответчиком в полном объеме не исполнено. Таким образом, требования истца подлежат удовлетворению. В соответствии с частью 1 статьи 110 АПК РФ судебные расходы, понесенные лицами, участвующими в деле, в пользу которых принят судебный акт, взыскиваются арбитражным судом со стороны. При обращении с иском в суд, истцу предоставлена отсрочка по уплате государственной пошлины до рассмотрения спора по существу заявленных требований. Учитывая специфику деятельности ответчика, исходя из его имущественного положения, суд считает возможным уменьшить размер государственной пошлины. На основании изложенного и руководствуясь статьями 65, 102, 110, 167-170, 176 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",принято,Е.С. Пятернина,0,"{'апк': [49, 65, 102, 110, 167, 168, 169, 170, 176], 'гк': [309, 310, 330, 539, 541, 544]}"
"м для признания сделки недействительной. Статьей 199 ГК РФ предусмотрено, что истечение срока исковой давности, о применении которой заявлено стороной в споре, является основанием к вынесению судом решения об отказе в иске. Истец узнал об оспариваемых пунктах дополнительного соглашения непосредственно при подписании дополнительного соглашения 11.12.2013. Иск подан в суд 31.05.2016, то есть годичный срок для защиты права по иску лица, право которого нарушено, пропущен. Остальные доводы и доказательства, приведенные и представленные лицами, участвующими в деле, суд исследовал, оценил и не принимает ко вниманию в силу их малозначительности и/или безосновательности, а также в связи с тем, что по мнению суда, они отношения к рассматриваемому делу не имеют и (или) не могут повлиять на результат его рассмотрения. Государственная пошлина подлежит распределению в соответствии со ст. 110 АПК РФ. На основании изложенного и руководствуясь ст. ст. 4, 16, 65, 66, 71, 156, 167 АПК РФ, арбитражный суд",отказано,Е.Ю. Агафонова,Москва,"{'гк': [421, 431]}"
"кольку ответчик не исполнил обязанность по оплате оказанных услуг в срок, предусмотренный договором, требование истца о взыскании пени (процентов) является обоснованным. Проверив расчет пени (процентов), суд признает его обоснованным, произведенным в соответствии с условиями договора о сроках и размере платежей. Ответчиком расчет пеней (процентов) не оспорен, доказательств несоразмерности заявленной суммы не представлено. При таких обстоятельствах, суд не находит оснований для применения ст. 333 ГК РФ, считает размер пени (процентов) соразмерным последствиям нарушения обязательства. На основании вышеизложенного, требования истца о взыскании пени (процентов) подлежат удовлетворению в полном объеме, в размере 458 126 руб. 51 коп. Расходы по госпошлине распределяются в соответствии с правилами, установленными статьей 110 Арбитражного процессуального кодекса Российской Федерации. Руководствуясь статьями 167-170, 176 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",частично,С.И. Дюкова,Хабаровск,"{'гк': [333, 382], 'апк': [110, 167, 168, 169, 170, 176]}"
"ем, кредит, коммерческий кредит), значительно превышает обычно взимаемые в подобных обстоятельствах проценты. На основании изложенного, учитывая, что истцом фактически предъявлена ко взысканию неустойка в размере однократной учетной ставки Банка России, суд приходит к А33-18535/2016 7 выводу о том, что требование истца подлежит удовлетворению в части взысканию с ответчика 184 456,57 руб. пени. Согласно части 1 статьи 110 Арбитражного процессуального кодекса Российской Федерации судебные расходы, понесенные лицами, участвующими в деле, в пользу которых принят судебный акт, взыскиваются арбитражным судом со стороны. В случае, если иск удовлетворен частично, судебные расходы относятся на лиц, участвующих в деле, пропорционально размеру удовлетворенных требований. Излишне уплаченная государственная пошлина подлежит возврату истцу из федерального бюджета. Руководствуясь статьями 110, 167 – 170, 229 Арбитражного процессуального кодекса Российской Федерации, Арбитражный суд Красноярского края",частично,Е.А. Куликовская,Красноярск,"{'гк': [1, 329, 330, 333, 395, 702, 708], 'апк': [9, 110]}"
"назначения и выплаты пособия по беременности и родам застрахованному лицу, выразившиеся в неприменении ограничения размера ежегодного заработка застрахованного лица, что привело к излишней выплате последнему суммы пособия и, соответственно, к излишним расходам территориального органа Фонда. Таким образом, и в отсутствие мотивированных возражений по существу заявленных требований, что расценивается судом как признание ответчиком обстоятельств, на которые ссылается заявитель в обоснование своих требований (часть 3.1 статьи 70 Арбитражного процессуального кодекса РФ), и доказательств оплаты задолженности, требование заявителя о взыскании с ответчика спорной суммы излишне понесенных расходов является обоснованным. В соответствии со статьей 110 Арбитражного процессуального кодекса РФ государственная пошлина относится на ответчика. А43-28991/2016 5 Учитывая изложенное и руководствуясь статьями 110, 167-170, 180, 216, 226-229, 319 Арбитражного процессуального кодекса Российской Федерации, суд",отказано,Е.В.Белянина,Нижний,"{'апк': [110, 167, 168, 169, 170, 180, 216, 226, 227, 228, 229, 288, 319]}"
" суду не представлено, при этом факт оказания услуг ответчиком не оспорен, договоры А52-2947/2016 5 расторгнуты по соглашению сторон, документы по оплате услуг, оказанных в период до расторжения договора, в деле отсутствуют, исковые требования о взыскании с ответчика основного долга в сумме 53334 руб. 44 коп. по оплате услуг, оказанных в период с сентября по декабрь 2015 в рамках договоров от 03.08.2015 и от 07.08.2015, являются обоснованными, доказанными материалами дела и подлежат удовлетворению. Вследствие доведения рассмотрения спора до суда, принимая во внимание, что истцом при подаче искового заявления государственная пошлина была уплачена в полном размере, в соответствии со статьей 110 Арбитражного процессуального кодекса Российской Федерации, расходы по оплате государственной пошлины в сумме 2133 руб. 00 коп. подлежат отнесению на ответчика и взысканию в пользу истца. Руководствуясь статьями 168-171, 176 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,И.Ю.Стренцель,Псков,"{'апк': [65, 71, 110, 168, 169, 170, 171, 176], 'гк': [8]}"
". Ссылка истца на статью 16.1 Гражданского кодекса Российской Федерации отклоняется как необоснованная, поскольку истец не приводит нормы закона, прямо предусматривающие компенсацию ущерба, причиненного правомерными действиями государственных органов. 1245702759_5985745 4 Указанная позиция соответствует позиции, обозначенной в Определении Верховного Суда РФ от 03.07.2015 № 307-ЭС15-9535 по делу № А66-13965/2014. Правомерность действий сотрудников полиции и нарушения норм административного законодательства водителя Савельева А.А. подтверждается Протоколом 66 АА № 2319496, постановлением о привлечении к административной ответственности № 18810066150004478467, Протоколом задержания транспортного средства 66 ЗТ № 0446322, Протоколом об административном правонарушении 66 Г № 0364650. На основании изложенного, основания для удовлетворения иска отсутствуют. На основании изложенного, руководствуясь ст. 110, 167-170, 171 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,А.А.Малов,Екатеринбург,{}
"чика включен в Схему размещения нестационарных торговых объектов для реализации товаров на Территории Тракторозаводкого района г. Волгограда , Согласно подпункту 4 пункта 1 статьи 333.21 Налогового кодекса Российской Федерации при подаче исковых заявлений неимущественного характера, в том числе заявления о присуждении к исполнению обязанности в натуре, пошлина уплачивается в размере 6 000 рублей. Администрацией предъявлено в суд два требования неимущественного характера, соответственно, государственная пошлина составляет 12 000,00 рублей. В соответствии с частью 3 статьи 110 АПК РФ государственная пошлина, от уплаты которой в установленном порядке освобожден истец, взыскивается в доход федерального бюджета с ответчика. Поскольку требования истца удовлетворены в части, то с ответчика в доход федерального бюджета подлежит взысканию государственная пошлина в размере 6 000, 00 рублей. Руководствуясь статьями 167-170 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,Е.С. Пятернина,Волгоград,"{'апк': [4, 49, 167, 168, 169, 170], 'гк': [11, 12, 131, 216, 218, 219, 615], 'зк': [11]}"
"судебными приставами исполнителями Заволжского РОСП было допущено противоправное бездействие – в виде не проведения необходимых исполнительных действий в отношении должника Цильмера Е.А. в нарушение статьи 69, 70, 80, 81 Федерального закона «Об исполнительном производстве» № 229-ФЗ применительно к рассматриваемым правоотношениям, в том числе - и по не наложению ареста на денежные средства должника Цильмера Е.А., находившиеся в Банке «ВТБ-24». Соответственно, установленным, по мнению суда, следует признать наличие причинно-следственной связи между понесенными Обществом и заявленными к возмещению убытками в сумме 130 191, 24 рубля и правовым поведением (бездействием) судебных приставов- исполнителей Заволжского РОСП г. Ярославля. На основании изложенного, суд пришел к выводу о наличии оснований для удовлетворения заявленных Обществом требований в полном объеме. А82-13083/2015 7 Руководствуясь статьями 110, 167-170 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,А.В. Глызина,Ярославль,"{'апк': [110, 167, 168, 169, 170]}"
" срок оплата не произведена. Начиная с девяносто первого дня, следующего за днем наступления установленного срока оплаты, по день фактической оплаты пени уплачиваются в размере одной стотридцатой ставки рефинансирования Центрального банка Российской Федерации, действующей на день фактической оплаты, от не выплаченной в срок суммы за каждый день просрочки. Увеличение установленных настоящей частью размеров пеней не допускается. Учитывая, что со стороны ответчика была допущена просрочка исполнения обязательства по оплате, заявленные исковые требования в части взыскания пени в размере 504 руб. 25 коп. подлежат удовлетворению на основании ст. 330 Гражданского кодекса Российской Федерации. Понесенные расходы истца по оплате государственной пошлины относятся на ответчика в сумме 2 000 руб. (ст.110 Арбитражного процессуального кодекса Российской Федерации). На основании изложенного, руководствуясь ст. 110, 167-170, 171 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",отказано,Е.В.Селивёрстова,Екатеринбург,{}
"далее – НК РФ) с учетом ст. ст. 333.21, 333.22, 333.41 НК РФ. Государственная пошлина, подлежащая уплате за рассмотрение настоящего иска, составляет 6 000 руб. 00 коп. 8 Истцом при подаче иска уплачена государственная пошлина на сумму 6 000руб. 00 коп. по платежному поручению №292010 от 21.11.2016 (л.д. 104). В соответствии с ч. 1 ст. 110 АПК РФ судебные расходы по уплате государственной пошлины, понесенные лицами, участвующими в деле, в пользу которых принят судебный акт, взыскиваются арбитражным судом со стороны. В случае, если иск удовлетворен частично, судебные расходы относятся на лиц, участвующих в деле, пропорционально размеру удовлетворенных исковых требований. Поскольку исковые требования удовлетворены в полном объеме, расходы по уплате государственной пошлины в соответствии со ст. 110 АПК РФ подлежат возмещению истцу за счет ответчика в сумме 6 000 руб. 00 коп. Руководствуясь статьями 110, 167-170, 176 Арбитражного процессуального кодекса Российской Федерации, арбитражный суд",частично,Н.В. Шведко,Челябинск,"{'апк': [110, 167, 168, 169, 170, 176]}"
